,state,district,delta7.vaccinated1,delta7.vaccinated2,meta.population,total.vaccinated1,total.vaccinated2,delta.vaccinated2,delta.vaccinated1,delta21_14.confirmed,delta7.confirmed,delta7.recovered,total.confirmed,total.deceased,total.recovered,delta.confirmed,delta.recovered,meta.tested.date,total.tested
409,MP,Narsinghpur,1266.0,34365.0,1092141.0,803225.0,318284.0,224.0,10.0,1.0,5.0,,11209.0,81.0,11115.0,,,2021-01-30,90600.0
410,MP,Neemuch,970.0,17955.0,825958.0,579489.0,229183.0,359.0,16.0,,,,7926.0,84.0,7828.0,,,2020-12-04,57292.0
411,MP,Niwari,,,,,,,,,,,3715.0,48.0,3654.0,,,2020-11-29,22574.0
412,MP,Panna,2633.0,18657.0,1016028.0,600823.0,168120.0,985.0,144.0,,,,7331.0,63.0,7250.0,,,,
413,MP,Raigarh,,,,,,,,,,,1.0,,,,,,
414,MP,Raisen,1644.0,22044.0,1331699.0,885585.0,333022.0,222.0,39.0,,,,9238.0,194.0,9030.0,,,2020-11-29,44343.0
415,MP,Rajgarh,2483.0,41531.0,1546541.0,1025584.0,450099.0,144.0,10.0,7.0,1.0,,8729.0,172.0,8490.0,1.0,,2020-12-04,46604.0
416,MP,Ratlam,1894.0,51080.0,1454483.0,1026416.0,457972.0,251.0,14.0,,,,17860.0,385.0,17438.0,,,2020-11-29,51736.0
417,MP,Rewa,6664.0,104963.0,2363744.0,1639826.0,674779.0,1574.0,85.0,,,,16433.0,155.0,16270.0,,,2020-08-18,22690.0
418,MP,Sagar,6321.0,60800.0,2378295.0,1563245.0,760746.0,343.0,23.0,6.0,2.0,,16622.0,390.0,16154.0,2.0,,2020-09-19,64801.0
419,MP,Satna,3426.0,40519.0,2228619.0,1532585.0,481540.0,303.0,37.0,,,,11965.0,133.0,11829.0,,,2020-09-19,28159.0
420,MP,Sehore,2325.0,32101.0,1311008.0,909045.0,396375.0,256.0,5.0,,,,10136.0,73.0,10057.0,,,2020-11-29,45061.0
421,MP,Seoni,2162.0,38081.0,1378876.0,945564.0,341871.0,402.0,15.0,,,,6775.0,28.0,6739.0,,,2020-09-19,15024.0
422,MP,Shahdol,857.0,22928.0,1064989.0,723227.0,337272.0,426.0,20.0,,,,10085.0,118.0,9958.0,,,2020-09-19,18177.0
423,MP,Shajapur,1971.0,51596.0,1512353.0,620316.0,278912.0,851.0,43.0,,,,6349.0,74.0,6273.0,,,2021-02-01,56805.0
424,MP,Sheopur,1338.0,16952.0,687952.0,413195.0,140296.0,1788.0,236.0,,,,4000.0,78.0,3919.0,,,2020-11-29,31449.0
425,MP,Shivpuri,3082.0,38901.0,1725818.0,1109976.0,391707.0,13988.0,883.0,,,,12398.0,125.0,12261.0,,,2020-11-19,47270.0
426,MP,Sidhi,1867.0,19145.0,1126515.0,679862.0,226632.0,512.0,58.0,,,,9219.0,87.0,9132.0,,,2020-07-26,4660.0
427,MP,Singrauli,3052.0,21200.0,1178132.0,740335.0,224966.0,305.0,43.0,,1.0,,8801.0,82.0,8706.0,,,,
428,MP,Tikamgarh,3331.0,24497.0,1444920.0,919592.0,293885.0,297.0,60.0,,,,6863.0,114.0,6742.0,,,2020-11-29,43011.0
429,MP,Ujjain,4210.0,65566.0,1986864.0,1452247.0,836514.0,1323.0,27.0,1.0,1.0,,18903.0,172.0,18720.0,,,2020-09-19,31631.0
430,MP,Umaria,955.0,28084.0,643579.0,455492.0,196492.0,93.0,9.0,,,,6294.0,63.0,6224.0,,,2020-11-19,54811.0
431,MP,Unknown,,,,,,,,,,74.0,1416.0,1493.0,1632.0,,8.0,,
432,MP,Vidisha,1222.0,26130.0,1458212.0,975291.0,349024.0,253.0,11.0,1.0,,,11922.0,237.0,11677.0,,,2020-12-04,65935.0
433,MZ,Aizawl,443.0,3740.0,404054.0,315706.0,239593.0,,,3869.0,1996.0,3014.0,75111.0,300.0,71337.0,361.0,365.0,,
434,MZ,Champhai,344.0,572.0,125370.0,74122.0,55251.0,,,407.0,299.0,319.0,5188.0,11.0,4745.0,33.0,40.0,,
435,MZ,Hnahthial,,,,,,,,136.0,143.0,185.0,1020.0,3.0,857.0,1.0,29.0,,
436,MZ,Khawzawl,,,,,,,,33.0,42.0,26.0,733.0,,688.0,2.0,,,
437,MZ,Kolasib,153.0,738.0,83054.0,50525.0,33101.0,,,165.0,94.0,154.0,7721.0,30.0,7561.0,10.0,2.0,,
438,MZ,Lawngtlai,2765.0,1838.0,117444.0,55877.0,25870.0,,129.0,274.0,98.0,245.0,6740.0,23.0,6553.0,14.0,13.0,,
439,MZ,Lunglei,263.0,1493.0,154094.0,95129.0,73298.0,,,642.0,662.0,507.0,9842.0,27.0,9053.0,71.0,36.0,,
440,MZ,Mamit,228.0,1322.0,85757.0,43678.0,28873.0,,,308.0,241.0,265.0,4854.0,12.0,4448.0,19.0,,,
441,MZ,Saiha,68.0,1116.0,56366.0,34626.0,19984.0,39.0,,420.0,107.0,345.0,5469.0,14.0,5304.0,,37.0,,
442,MZ,Saitual,,,,,,,,28.0,30.0,53.0,471.0,2.0,420.0,3.0,21.0,,
443,MZ,Serchhip,36.0,431.0,64875.0,41932.0,36047.0,,,488.0,386.0,572.0,4210.0,10.0,3646.0,65.0,67.0,,
444,NL,Dimapur,2827.0,12731.0,379769.0,268405.0,175502.0,2.0,-1.0,74.0,68.0,73.0,14684.0,421.0,13471.0,3.0,13.0,2020-12-11,47020.0
445,NL,Kiphire,116.0,357.0,74033.0,13017.0,8141.0,124.0,61.0,,2.0,1.0,258.0,9.0,246.0,,,2020-12-11,1002.0
446,NL,Kohima,509.0,3038.0,270063.0,105758.0,82602.0,,,33.0,23.0,24.0,9461.0,123.0,9095.0,4.0,,2020-12-11,33986.0
447,NL,Longleng,26.0,181.0,50593.0,20577.0,15446.0,,,8.0,,7.0,307.0,2.0,286.0,,,2020-12-11,1193.0
448,NL,Mokokchung,146.0,2026.0,193171.0,69198.0,54730.0,,,7.0,23.0,5.0,2333.0,54.0,2186.0,3.0,2.0,2020-12-11,3976.0
449,NL,Mon,243.0,1864.0,259604.0,70054.0,48331.0,28.0,20.0,,1.0,,1159.0,14.0,1124.0,,,2020-12-11,12278.0
450,NL,Peren,189.0,613.0,163294.0,19956.0,12514.0,29.0,1.0,5.0,1.0,1.0,920.0,6.0,897.0,,,2020-12-11,5717.0
451,NL,Phek,99.0,496.0,163294.0,31241.0,20746.0,168.0,21.0,5.0,4.0,1.0,601.0,18.0,568.0,,,2020-12-11,2779.0
452,NL,Tuensang,106.0,525.0,414801.0,38130.0,26725.0,122.0,41.0,28.0,2.0,28.0,1094.0,12.0,1077.0,1.0,6.0,2020-12-11,4887.0
453,NL,Wokha,122.0,1074.0,166239.0,35138.0,23577.0,232.0,11.0,2.0,6.0,4.0,402.0,11.0,361.0,,,2020-12-11,1390.0
454,NL,Zunheboto,331.0,807.0,141014.0,38077.0,22337.0,106.0,36.0,,,,623.0,15.0,593.0,,,2020-12-11,2131.0
455,OR,Angul,21629.0,23378.0,1271703.0,786278.0,291800.0,38.0,9.0,18.0,16.0,20.0,43920.0,393.0,43506.0,1.0,3.0,2021-01-27,172873.0
456,OR,Balangir,20119.0,39059.0,1648574.0,960786.0,299153.0,,,17.0,4.0,15.0,23397.0,126.0,23257.0,,,2020-10-11,87867.0
457,OR,Balasore,78274.0,35314.0,2317419.0,1351099.0,534318.0,519.0,929.0,94.0,67.0,80.0,40787.0,299.0,40389.0,5.0,14.0,2020-05-17,9843.0
458,OR,Bargarh,52192.0,32028.0,1478833.0,829092.0,283966.0,30.0,169.0,18.0,18.0,16.0,31126.0,335.0,30762.0,,1.0,,
459,OR,Bhadrak,14511.0,38206.0,1506522.0,1026493.0,367945.0,17.0,,32.0,44.0,39.0,26480.0,150.0,26260.0,3.0,7.0,2021-01-31,258173.0
460,OR,Boudh,7009.0,16754.0,439917.0,259325.0,92297.0,1585.0,496.0,3.0,,4.0,12634.0,112.0,12488.0,,,2020-05-17,496.0
461,OR,Cuttack,75381.0,45717.0,2618708.0,1434524.0,702278.0,1129.0,2729.0,326.0,277.0,304.0,94631.0,857.0,93404.0,54.0,29.0,2020-05-17,5720.0
462,OR,Deogarh,1126.0,4779.0,312164.0,223405.0,63727.0,136.0,1.0,4.0,41.0,10.0,6553.0,50.0,6460.0,2.0,3.0,2020-05-17,682.0
463,OR,Dhenkanal,18302.0,23327.0,1192948.0,738406.0,282859.0,104.0,92.0,14.0,25.0,16.0,19871.0,243.0,19598.0,5.0,,2021-01-31,179477.0
464,OR,Gajapati,4770.0,10942.0,575880.0,288963.0,115535.0,1193.0,296.0,11.0,15.0,11.0,9657.0,84.0,9555.0,5.0,,2020-05-17,715.0
465,OR,Ganjam,27002.0,112716.0,3520151.0,2214981.0,1698328.0,1848.0,438.0,25.0,22.0,18.0,33849.0,485.0,33342.0,8.0,2.0,2021-01-31,750442.0
466,OR,Jagatsinghpur,28276.0,25051.0,1136604.0,677675.0,272499.0,2.0,-2.0,72.0,76.0,78.0,27920.0,316.0,27510.0,9.0,12.0,2020-09-15,46648.0
467,OR,Jajpur,30726.0,37471.0,1826275.0,1087735.0,383313.0,9.0,2.0,76.0,75.0,73.0,43735.0,172.0,43461.0,9.0,8.0,2020-08-23,53956.0
468,OR,Jharsuguda,7187.0,14725.0,579499.0,399523.0,189682.0,,,11.0,13.0,10.0,23863.0,176.0,23673.0,3.0,,2020-05-17,1663.0
469,OR,Kalahandi,38214.0,26926.0,1573054.0,921185.0,304778.0,537.0,1476.0,5.0,15.0,1.0,24314.0,210.0,24082.0,2.0,,2020-05-17,1458.0
470,OR,Kandhamal,12881.0,12319.0,731952.0,384009.0,150737.0,529.0,847.0,2.0,,5.0,11537.0,83.0,11453.0,,,2020-05-17,1516.0
471,OR,Kendrapara,28635.0,34297.0,1439891.0,916169.0,347854.0,1179.0,1452.0,88.0,62.0,52.0,24860.0,252.0,24545.0,8.0,8.0,2020-10-19,382732.0
472,OR,Kendujhar,25529.0,46488.0,1802777.0,1087285.0,376311.0,613.0,483.0,20.0,4.0,3.0,20980.0,175.0,20798.0,1.0,2.0,2021-02-01,474504.0
473,OR,Khordha,34733.0,49859.0,2246341.0,2063646.0,1502538.0,1482.0,568.0,1704.0,1492.0,1654.0,175335.0,1552.0,171938.0,250.0,243.0,,
474,OR,Koraput,13011.0,35701.0,1376934.0,860773.0,399063.0,2024.0,935.0,23.0,11.0,20.0,19137.0,78.0,19044.0,1.0,2.0,2020-05-17,1401.0
475,OR,Malkangiri,13449.0,16141.0,612727.0,391790.0,137925.0,2000.0,2497.0,2.0,2.0,4.0,11667.0,49.0,11613.0,,3.0,2020-05-17,1841.0
476,OR,Mayurbhanj,86170.0,36315.0,2513895.0,1222153.0,413698.0,654.0,2985.0,129.0,126.0,93.0,40844.0,286.0,40416.0,19.0,8.0,2020-05-17,3307.0
477,OR,Nabarangapur,13213.0,18025.0,1218762.0,675601.0,188457.0,,,6.0,1.0,2.0,23549.0,86.0,23461.0,,,2021-01-25,162154.0
478,OR,Nayagarh,7145.0,22575.0,962215.0,593612.0,222606.0,117.0,29.0,33.0,28.0,24.0,23505.0,212.0,23261.0,2.0,3.0,2020-05-17,1104.0
479,OR,Nuapada,3391.0,14721.0,606490.0,402248.0,129685.0,58.0,6.0,11.0,36.0,5.0,22924.0,84.0,22803.0,1.0,3.0,2020-05-17,310.0
480,OR,Puri,25187.0,40854.0,1697983.0,1078666.0,523160.0,6548.0,2991.0,91.0,68.0,69.0,45431.0,459.0,44903.0,15.0,7.0,2020-12-01,173340.0
481,OR,Rayagada,5781.0,16558.0,961959.0,549767.0,184420.0,2019.0,537.0,14.0,18.0,16.0,20224.0,167.0,19981.0,6.0,3.0,2020-05-17,578.0
482,OR,Sambalpur,8960.0,31518.0,1044410.0,768989.0,418110.0,1479.0,574.0,62.0,88.0,113.0,31651.0,240.0,31315.0,13.0,24.0,2020-05-17,2007.0
483,OR,State Pool,,,,,,,,407.0,338.0,401.0,32048.0,,31587.0,53.0,57.0,,
484,OR,Subarnapur,8102.0,31803.0,652107.0,418336.0,192102.0,,,5.0,5.0,3.0,13187.0,61.0,13115.0,,,,
485,OR,Sundargarh,19935.0,22587.0,2080664.0,1122762.0,490428.0,340.0,824.0,58.0,59.0,71.0,61841.0,594.0,61167.0,13.0,8.0,,
486,PB,Amritsar,23376.0,18084.0,2490891.0,1263073.0,446487.0,251.0,232.0,8.0,23.0,9.0,47379.0,1598.0,45757.0,4.0,1.0,2020-09-02,89227.0
487,PB,Barnala,9552.0,5253.0,596294.0,328464.0,104197.0,291.0,629.0,2.0,2.0,,5950.0,244.0,5696.0,,,2020-12-20,63447.0
488,PB,Bathinda,8246.0,6940.0,1388859.0,623604.0,202311.0,182.0,110.0,10.0,15.0,8.0,41728.0,1042.0,40668.0,1.0,,2020-12-20,118489.0
489,PB,Faridkot,3048.0,4201.0,618008.0,330654.0,128653.0,241.0,154.0,7.0,7.0,7.0,13927.0,315.0,13602.0,1.0,1.0,2020-09-02,23635.0
490,PB,Fatehgarh Sahib,2513.0,4804.0,599814.0,354921.0,135247.0,17.0,9.0,2.0,2.0,1.0,8876.0,335.0,8538.0,,,2020-12-20,68436.0
491,PB,Fazilka,8408.0,5707.0,1180483.0,490080.0,131519.0,177.0,249.0,6.0,8.0,4.0,20271.0,528.0,19729.0,1.0,1.0,2020-12-10,63589.0
492,PB,Ferozepur,4483.0,4723.0,2026831.0,476343.0,128043.0,73.0,130.0,6.0,13.0,9.0,14347.0,504.0,13832.0,4.0,3.0,2020-12-20,74880.0
493,PB,Gurdaspur,18212.0,26825.0,2299026.0,862133.0,415351.0,351.0,459.0,1.0,3.0,3.0,22381.0,801.0,21576.0,,,2020-12-20,249039.0
494,PB,Hoshiarpur,6567.0,17487.0,1582793.0,1000636.0,574716.0,211.0,87.0,12.0,10.0,12.0,30822.0,986.0,29828.0,2.0,2.0,2020-12-20,221261.0
495,PB,Jalandhar,13877.0,22309.0,2181753.0,1433553.0,681370.0,507.0,167.0,14.0,20.0,12.0,63396.0,1496.0,61864.0,1.0,1.0,2020-12-20,443735.0
496,PB,Kapurthala,5387.0,6146.0,817668.0,465285.0,187476.0,174.0,93.0,8.0,2.0,7.0,17852.0,556.0,17294.0,,,2020-09-02,38658.0
497,PB,Ludhiana,41184.0,30055.0,3487882.0,2473646.0,943401.0,276.0,327.0,15.0,16.0,24.0,87608.0,2106.0,85484.0,,4.0,2020-12-20,514691.0
498,PB,Mansa,5340.0,4111.0,768808.0,372366.0,89830.0,166.0,128.0,1.0,,1.0,15606.0,380.0,15226.0,,,2020-09-02,26878.0
499,PB,Moga,5076.0,6757.0,992289.0,541556.0,178908.0,7.0,9.0,2.0,1.0,8.0,8675.0,233.0,8440.0,,,2020-12-20,77307.0
500,PB,Pathankot,1762.0,6090.0,626154.0,424889.0,196822.0,278.0,52.0,14.0,20.0,7.0,18814.0,419.0,18373.0,6.0,1.0,2020-09-02,29112.0
501,PB,Patiala,7659.0,10721.0,2892282.0,1051467.0,396473.0,526.0,239.0,12.0,6.0,15.0,48927.0,1358.0,47561.0,,2.0,2020-12-20,273344.0
502,PB,Rupnagar,1965.0,5708.0,683349.0,384637.0,182919.0,202.0,88.0,3.0,20.0,7.0,12963.0,423.0,12517.0,2.0,3.0,2020-12-20,97745.0
503,PB,S.A.S. Nagar,4914.0,9234.0,986147.0,872096.0,402212.0,425.0,95.0,27.0,18.0,21.0,68821.0,1068.0,67726.0,3.0,5.0,2020-09-02,41532.0
504,PB,Sangrur,13224.0,9058.0,1654408.0,730511.0,218820.0,157.0,219.0,3.0,3.0,3.0,15762.0,875.0,14884.0,1.0,1.0,2020-12-19,166332.0
505,PB,Shahid Bhagat Singh Nagar,2473.0,4917.0,614362.0,392113.0,172294.0,78.0,54.0,3.0,1.0,1.0,11469.0,388.0,11080.0,,,2020-12-20,77715.0
506,PB,Sri Muktsar Sahib,3942.0,5830.0,902702.0,473193.0,142901.0,149.0,91.0,,2.0,,18784.0,524.0,18257.0,,,2020-12-12,67979.0
507,PB,Tarn Taran,8846.0,8145.0,1120070.0,597303.0,178839.0,127.0,251.0,3.0,,3.0,8043.0,380.0,7659.0,,,2020-12-18,111446.0
508,PY,Karaikal,763.0,2980.0,200222.0,111152.0,57491.0,22.0,2.0,69.0,53.0,63.0,16488.0,250.0,16150.0,6.0,9.0,2021-01-27,73142.0
509,PY,Mahe,109.0,1003.0,41816.0,34018.0,25943.0,,,44.0,58.0,46.0,5867.0,47.0,5744.0,10.0,10.0,2021-01-27,42415.0
510,PY,Puducherry,7191.0,15005.0,950289.0,558708.0,305464.0,477.0,159.0,218.0,163.0,202.0,98885.0,1453.0,97171.0,22.0,25.0,2021-01-27,425639.0
511,PY,Yanam,259.0,1082.0,55626.0,30079.0,15489.0,31.0,8.0,12.0,4.0,4.0,6773.0,107.0,6661.0,,1.0,2021-01-27,26727.0
512,RJ,Ajmer,9133.0,56199.0,2584913.0,1752308.0,1042482.0,1101.0,110.0,5.0,6.0,8.0,37769.0,410.0,37352.0,,,2021-02-01,261215.0
513,RJ,Alwar,21681.0,29417.0,3671999.0,2237787.0,1029095.0,1002.0,376.0,,,,59694.0,307.0,59387.0,,,2021-02-01,291879.0
514,RJ,BSF Camp,,,,,,,,,,,85.0,,85.0,,,,
515,RJ,Banswara,10612.0,22206.0,1798194.0,1024293.0,525793.0,1105.0,986.0,,,,10005.0,104.0,9901.0,,,2021-02-01,48781.0
516,RJ,Baran,6599.0,15157.0,1223921.0,763006.0,297741.0,212.0,44.0,,1.0,,11996.0,61.0,11934.0,,,2021-02-01,46168.0
517,RJ,Barmer,5670.0,16673.0,2604453.0,1455732.0,621465.0,247.0,64.0,,1.0,,15563.0,185.0,15377.0,,,2021-02-01,113868.0
518,RJ,Bharatpur,10069.0,22595.0,2549121.0,1351114.0,590401.0,176.0,59.0,,,,19601.0,260.0,19341.0,,,2021-02-01,201441.0
519,RJ,Bhilwara,5405.0,26146.0,2410459.0,1525323.0,723691.0,1752.0,161.0,,,,29781.0,156.0,29625.0,,,2021-02-01,148764.0
520,RJ,Bikaner,6565.0,17712.0,2367745.0,1461174.0,714590.0,275.0,76.0,7.0,2.0,1.0,40339.0,545.0,39792.0,,1.0,2021-02-01,278302.0
521,RJ,Bundi,12488.0,24243.0,1113725.0,709316.0,362835.0,1216.0,424.0,,,,7967.0,48.0,7919.0,,,2021-02-01,58167.0
522,RJ,Chittorgarh,6118.0,29167.0,1544392.0,978713.0,482350.0,43.0,21.0,,,,19809.0,139.0,19670.0,,,2021-02-01,116002.0
523,RJ,Churu,5483.0,26038.0,2041172.0,1301558.0,582443.0,32.0,5.0,,,,16720.0,107.0,16613.0,,,2021-02-01,131700.0
524,RJ,Dausa,5627.0,29672.0,1637226.0,941513.0,395584.0,1072.0,182.0,,,,13351.0,62.0,13289.0,,,2021-02-01,61680.0
525,RJ,Dholpur,4270.0,11868.0,1207293.0,660103.0,279501.0,83.0,45.0,1.0,,2.0,11010.0,48.0,10962.0,,1.0,2021-02-01,121308.0
526,RJ,Dungarpur,6673.0,19241.0,1388906.0,737200.0,349762.0,246.0,90.0,,,,18407.0,131.0,18276.0,,,2021-02-01,121917.0
527,RJ,Evacuees,,,,,,,,,,,61.0,,61.0,,,,
528,RJ,Ganganagar,11153.0,29478.0,1969520.0,1278952.0,525137.0,1957.0,749.0,,1.0,,19354.0,150.0,19203.0,,,2021-02-01,80706.0
529,RJ,Hanumangarh,5057.0,30733.0,1779650.0,1230511.0,588688.0,478.0,72.0,,,,16053.0,111.0,15942.0,,,2021-02-01,82542.0
530,RJ,Italians,,,,,,,,,,,2.0,,2.0,,,,
531,RJ,Jaipur,24518.0,63582.0,6663971.0,4582410.0,2189042.0,1871.0,570.0,9.0,16.0,9.0,187804.0,1970.0,185816.0,2.0,,2021-02-01,968783.0
532,RJ,Jaisalmer,2951.0,9700.0,672008.0,416014.0,194163.0,474.0,199.0,,,,13639.0,66.0,13573.0,,,2021-02-01,80082.0
533,RJ,Jalore,9304.0,26896.0,1830151.0,987519.0,393953.0,738.0,309.0,,,,10067.0,72.0,9995.0,,,2021-02-01,184172.0
534,RJ,Jhalawar,2527.0,16443.0,1411327.0,922646.0,363082.0,2133.0,359.0,1.0,,,13612.0,187.0,13425.0,,,2021-02-01,97163.0
535,RJ,Jhunjhunu,7946.0,42099.0,2139658.0,1449967.0,787196.0,1682.0,267.0,,,,14811.0,158.0,14653.0,,,2021-02-01,123433.0
536,RJ,Jodhpur,7707.0,22507.0,3685681.0,2263325.0,1036743.0,93.0,26.0,2.0,,3.0,112412.0,1103.0,111308.0,,,2021-02-01,600959.0
537,RJ,Karauli,19063.0,20813.0,1458459.0,813922.0,395700.0,993.0,1578.0,,,,7156.0,70.0,7086.0,,,2021-02-01,64481.0
538,RJ,Kota,2612.0,26626.0,1950491.0,1269245.0,655588.0,2306.0,170.0,,,,57053.0,449.0,56603.0,,,2021-02-01,355509.0
539,RJ,Nagaur,6806.0,36157.0,3309234.0,2077555.0,1016874.0,3335.0,636.0,,,,17737.0,177.0,17560.0,,,2021-02-01,229822.0
540,RJ,Other State,,,,,,,,,,,189.0,39.0,150.0,,,,
541,RJ,Pali,7082.0,26853.0,2038533.0,1200554.0,513058.0,3089.0,704.0,1.0,,1.0,27324.0,287.0,27037.0,,,2021-02-01,179463.0
542,RJ,Pratapgarh,1130.0,25717.0,868231.0,655140.0,345189.0,298.0,39.0,,,,7143.0,63.0,7080.0,,,2021-02-01,52208.0
543,RJ,Rajsamand,4092.0,14945.0,1158283.0,691497.0,299553.0,988.0,345.0,,,,17044.0,169.0,16875.0,,,2021-02-01,91975.0
544,RJ,Sawai Madhopur,8475.0,18843.0,1338114.0,756544.0,347992.0,844.0,268.0,2.0,,2.0,10618.0,61.0,10557.0,,,2021-02-01,84683.0
545,RJ,Sikar,4520.0,20308.0,2677737.0,1838263.0,821713.0,130.0,39.0,,,,30618.0,335.0,30283.0,,,2021-02-01,165042.0
546,RJ,Sirohi,9007.0,15482.0,1037185.0,610090.0,348789.0,589.0,480.0,,,,13732.0,79.0,13653.0,,,2021-02-01,84616.0
547,RJ,Tonk,2623.0,16223.0,1421711.0,884688.0,419023.0,268.0,48.0,,,,9498.0,92.0,9406.0,,,2021-02-01,74225.0
548,RJ,Udaipur,16803.0,51655.0,3067549.0,1715072.0,854773.0,2727.0,1169.0,3.0,,,56405.0,753.0,55652.0,,,2021-02-01,251522.0
549,SK,East Sikkim,528.0,10519.0,281293.0,263526.0,229361.0,,,,,,,,,,,,
550,SK,North Sikkim,23.0,447.0,43354.0,33137.0,27820.0,,,,,,,,,,,,
551,SK,South Sikkim,164.0,2223.0,146742.0,121481.0,105432.0,,,,,,,,,,,,
552,SK,Unknown,,,,,,,,82.0,79.0,76.0,31979.0,396.0,31063.0,21.0,8.0,,
553,SK,West Sikkim,67.0,855.0,136299.0,103619.0,88896.0,,,,,,,,,,,,
554,TG,Adilabad,11894.0,12694.0,708952.0,376263.0,89337.0,138.0,165.0,,,,,,,,,,
555,TG,Bhadradri Kothagudem,30988.0,31905.0,1304811.0,599183.0,204318.0,1314.0,1570.0,,,,,,,,,,
556,TG,Hyderabad,48855.0,123025.0,3441992.0,3150245.0,1893217.0,5427.0,3334.0,,,,,,,,,,
557,TG,Jagtial,50253.0,17153.0,983414.0,580926.0,190526.0,,,,,,,,,,,,
558,TG,Jangaon,20821.0,11508.0,582457.0,327527.0,128207.0,363.0,2637.0,,,,,,,,,,
559,TG,Jayashankar Bhupalapally,4191.0,23712.0,712257.0,262313.0,127108.0,262.0,125.0,,,,,,,,,,
560,TG,Jogulamba Gadwal,23908.0,6281.0,664971.0,306919.0,59886.0,253.0,496.0,,,,,,,,,,
561,TG,Kamareddy,14692.0,16918.0,972625.0,557684.0,183176.0,78.0,320.0,,,,,,,,,,
562,TG,Karimnagar,12731.0,45384.0,1016063.0,657167.0,384862.0,486.0,65.0,,,,,,,,,,
563,TG,Khammam,41893.0,68994.0,1401639.0,856707.0,333812.0,1134.0,789.0,,,,,,,,,,
564,TG,Komaram Bheem,17465.0,4048.0,515835.0,275644.0,51593.0,136.0,569.0,,,,,,,,,,
565,TG,Mahabubabad,36700.0,27419.0,1318110.0,468199.0,172007.0,1107.0,3715.0,,,,,,,,,,
566,TG,Mahabubnagar,32811.0,19635.0,,482547.0,150640.0,184.0,609.0,,,,,,,,,,
567,TG,Mancherial,22489.0,15600.0,807037.0,480069.0,170258.0,27.0,65.0,,,,,,,,,,
568,TG,Medak,34422.0,25162.0,767428.0,458648.0,140778.0,589.0,704.0,,,,,,,,,,
569,TG,Medchal Malkajgiri,54568.0,93893.0,2542203.0,2149958.0,1317832.0,8370.0,5804.0,,,,,,,,,,
570,TG,Mulugu,4190.0,10660.0,294671.0,186104.0,76648.0,85.0,71.0,,,,,,,,,,
571,TG,Nagarkurnool,30265.0,5469.0,893308.0,464888.0,106589.0,18.0,730.0,,,,,,,,,,
572,TG,Nalgonda,105864.0,33747.0,1631399.0,891308.0,254218.0,448.0,859.0,,,,,,,,,,
573,TG,Narayanpet,14266.0,3428.0,566874.0,288388.0,50219.0,48.0,585.0,,,,,,,,,,
574,TG,Nirmal,16044.0,8396.0,709415.0,378315.0,130107.0,255.0,744.0,,,,,,,,,,
575,TG,Nizamabad,67852.0,21328.0,1534428.0,858574.0,250862.0,42.0,276.0,,,,,,,,,,
576,TG,Peddapalli,18954.0,19908.0,795332.0,463510.0,201940.0,40.0,79.0,,,,,,,,,,
577,TG,Rajanna Sircilla,7398.0,17056.0,546121.0,372065.0,144680.0,100.0,10.0,,,,,,,,,,
578,TG,Ranga Reddy,76853.0,93482.0,2551731.0,2348542.0,1291404.0,1168.0,217.0,,,,,,,,,,
579,TG,Sangareddy,77693.0,32539.0,1527628.0,851395.0,299316.0,3083.0,7628.0,,,,,,,,,,
580,TG,Siddipet,35164.0,25015.0,993376.0,582450.0,242462.0,187.0,197.0,,,,,,,,,,
581,TG,Suryapet,38975.0,24793.0,1099560.0,610724.0,208278.0,1.0,20.0,,,,,,,,,,
582,TG,Unknown,,,,,,,,1068.0,1189.0,1121.0,671463.0,3956.0,663498.0,121.0,183.0,,
583,TG,Vikarabad,20014.0,5848.0,881250.0,427669.0,87989.0,12.0,111.0,,,,,,,,,,
584,TG,Wanaparthy,13905.0,10313.0,751553.0,289412.0,81870.0,119.0,243.0,,,,,,,,,,
585,TG,Warangal Rural,25045.0,13208.0,716457.0,342881.0,105289.0,1350.0,2416.0,,,,,,,,,,
586,TG,Warangal Urban,21854.0,63907.0,1135707.0,687410.0,418947.0,101.0,42.0,,,,,,,,,,
587,TG,Yadadri Bhuvanagiri,38752.0,28567.0,726465.0,463854.0,223506.0,739.0,4429.0,,,,,,,,,,
588,TN,Airport Quarantine,,,,,,,,3.0,1.0,1.0,2113.0,2.0,2107.0,,,,
589,TN,Ariyalur,19203.0,29689.0,752481.0,475390.0,157166.0,3941.0,1127.0,51.0,35.0,44.0,16854.0,261.0,16548.0,5.0,3.0,2020-07-23,18285.0
590,TN,Chengalpattu,26704.0,39438.0,2556244.0,1337641.0,604784.0,3415.0,3145.0,658.0,627.0,706.0,171777.0,2506.0,168327.0,83.0,93.0,2020-07-23,51771.0
591,TN,Chennai,52515.0,124932.0,7100000.0,4532809.0,2671294.0,8535.0,4126.0,1162.0,880.0,1093.0,554672.0,8546.0,544701.0,118.0,143.0,2021-02-01,2667777.0
592,TN,Coimbatore,20971.0,79387.0,3472578.0,2717202.0,1205484.0,2853.0,770.0,965.0,869.0,988.0,246780.0,2416.0,243070.0,120.0,126.0,2020-07-23,102107.0
